Age,Workclass,Education,Education-num,Marital-status,Occupation,Relationship,Race,Sex,Native-Country,Income
45, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
27, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female, United-States, <=50K
30, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female, United-States, <=50K
76, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
51, Federal-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
69, Private, HS-grad,9, Widowed, Handlers-cleaners, Not-in-family, White, Female, United-States, <=50K
66, Private, HS-grad,9, Widowed, Priv-house-serv, Not-in-family, White, Female, United-States, <=50K
31, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
18, Self-emp-inc, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Female, United-States, <=50K
25, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
18, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
19, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female, United-States, <=50K
31, Private, HS-grad,9, Never-married, Other-service, Unmarried, White, Female, United-States, <=50K
64, Private, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female, United-States, <=50K
48, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, <=50K
27, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male, United-States, <=50K
45, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male, United-States, <=50K
42, Local-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
41, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
68, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
65, Local-gov, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
64, Federal-gov, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
52, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
23, Federal-gov, HS-grad,9, Never-married, Armed-Forces, Not-in-family, White, Male, United-States, <=50K
25, Self-emp-not-inc, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
20, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
83, Self-emp-not-inc, HS-grad,9, Widowed, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
69, Private, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Male, United-States, <=50K
47, Private, HS-grad,9, Divorced, Other-service, Unmarried, Black, Male, United-States, <=50K
71, Federal-gov, HS-grad,9, Widowed, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
22, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
39, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female, United-States, <=50K
29, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
77, Private, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
48, Private, HS-grad,9, Widowed, Machine-op-inspct, Not-in-family, White, Female, United-States, <=50K
59, Private, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female, United-States, <=50K
32, Private, HS-grad,9, Married-AF-spouse, Other-service, Other-relative, White, Female, United-States, <=50K
18, Private, HS-grad,9, Never-married, Priv-house-serv, Other-relative, White, Female, United-States, <=50K
23, Private, HS-grad,9, Divorced, Other-service, Own-child, White, Female, United-States, <=50K
20, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
25, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
18, Private, HS-grad,9, Never-married, Tech-support, Own-child, White, Female, United-States, <=50K
58, Self-emp-not-inc, HS-grad,9, Divorced, Farming-fishing, Unmarried, White, Female, United-States, <=50K
50, Private, HS-grad,9, Married-spouse-absent, Exec-managerial, Unmarried, White, Female, United-States, <=50K
38, Private, HS-grad,9, Separated, Sales, Unmarried, White, Female, United-States, <=50K
56, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female, United-States, <=50K
21, Private, HS-grad,9, Never-married, Other-service, Own-child, Black, Male, United-States, <=50K
68, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
66, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
41, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
69, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
67, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
66, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
53, Private, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male, United-States, <=50K
65, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
37, Self-emp-not-inc, HS-grad,9, Divorced, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
19, Without-pay, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male, United-States, <=50K
19, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
30, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
18, Private, HS-grad,9, Never-married, Sales, Own-child, White, Male, United-States, <=50K
32, Private, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male, United-States, <=50K
18, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male, United-States, <=50K
50, Federal-gov, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female, United-States, <=50K
26, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
70, Local-gov, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
73, Private, HS-grad,9, Widowed, Other-service, Other-relative, White, Female, United-States, <=50K
19, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female, United-States, <=50K
37, Private, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female, United-States, <=50K
37, Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female, United-States, <=50K
31, Private, HS-grad,9, Separated, Exec-managerial, Unmarried, White, Female, United-States, <=50K
40, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female, United-States, <=50K
61, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male, United-States, <=50K
23, Private, HS-grad,9, Never-married, Other-service, Own-child, Black, Male, United-States, <=50K
62, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
63, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
42, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
72, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
19, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male, United-States, <=50K
39, Private, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male, United-States, <=50K
18, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
68, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
34, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Wife, White, Female, United-States, <=50K
32, Private, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female, United-States, <=50K
66, Private, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
76, Local-gov, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female, United-States, <=50K
84, Private, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female, United-States, <=50K
19, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
47, Private, HS-grad,9, Divorced, Other-service, Not-in-family, Black, Female, United-States, <=50K
74, Self-emp-not-inc, HS-grad,9, Widowed, Farming-fishing, Not-in-family, White, Female, United-States, <=50K
65, Private, HS-grad,9, Divorced, Other-service, Other-relative, White, Female, United-States, <=50K
19, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
19, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
30, Private, HS-grad,9, Separated, Farming-fishing, Unmarried, White, Female, United-States, <=50K
45, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, <=50K
52, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
20, Private, HS-grad,9, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female, United-States, <=50K
22, Private, HS-grad,9, Never-married, Sales, Own-child, Black, Female, United-States, <=50K
45, Private, HS-grad,9, Separated, Machine-op-inspct, Unmarried, Black, Female, United-States, <=50K
64, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
58, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Female, United-States, <=50K
65, Private, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female, United-States, <=50K
54, Private, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female, United-States, <=50K
64, Private, HS-grad,9, Widowed, Priv-house-serv, Not-in-family, White, Female, United-States, <=50K
62, Self-emp-inc, HS-grad,9, Widowed, Sales, Not-in-family, White, Female, United-States, <=50K
19, Private, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Female, United-States, <=50K
44, Private, HS-grad,9, Never-married, Sales, Other-relative, White, Female, United-States, <=50K
73, Private, HS-grad,9, Widowed, Sales, Other-relative, White, Female, United-States, <=50K
42, Private, HS-grad,9, Divorced, Other-service, Own-child, White, Female, United-States, <=50K
31, Private, HS-grad,9, Divorced, Other-service, Own-child, White, Female, United-States, <=50K
46, Private, HS-grad,9, Married-civ-spouse, Other-service, Own-child, White, Female, United-States, <=50K
18, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
19, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
19, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
19, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
19, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
18, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female, United-States, <=50K
27, Private, HS-grad,9, Never-married, Transport-moving, Own-child, White, Female, United-States, <=50K
68, Self-emp-inc, HS-grad,9, Widowed, Other-service, Unmarried, White, Female, United-States, <=50K
44, State-gov, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female, United-States, <=50K
56, Private, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female, United-States, <=50K
34, Private, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female, United-States, <=50K
50, Private, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female, United-States, <=50K
38, Self-emp-not-inc, HS-grad,9, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male, United-States, <=50K
35, Self-emp-not-inc, HS-grad,9, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Male, United-States, <=50K
18, State-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Male, United-States, <=50K
40, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
50, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
68, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
71, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
42, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
37, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
74, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
57, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
76, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, <=50K
54, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
48, Self-emp-not-inc, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
46, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
54, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
42, Private, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
19, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
20, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
19, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
50, Private, HS-grad,9, Never-married, Tech-support, Own-child, White, Male, United-States, <=50K
34, Private, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Male, United-States, <=50K
18, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female, United-States, <=50K
32, Private, HS-grad,9, Divorced, Other-service, Not-in-family, Black, Female, United-States, <=50K
23, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Female, United-States, <=50K
39, Private, HS-grad,9, Divorced, Priv-house-serv, Unmarried, Black, Female, United-States, <=50K
19, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black, Female, United-States, <=50K
57, Local-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
74, Private, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Female, United-States, <=50K
71, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
72, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
80, Private, HS-grad,9, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
58, State-gov, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
55, Private, HS-grad,9, Separated, Other-service, Not-in-family, White, Female, United-States, <=50K
36, Self-emp-not-inc, HS-grad,9, Separated, Other-service, Not-in-family, White, Female, United-States, <=50K
48, Private, HS-grad,9, Widowed, Machine-op-inspct, Not-in-family, White, Female, United-States, <=50K
84, Private, HS-grad,9, Widowed, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
71, Private, HS-grad,9, Widowed, Sales, Other-relative, White, Female, United-States, <=50K
18, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
19, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
23, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
23, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female, United-States, <=50K
49, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
72, Private, HS-grad,9, Widowed, Other-service, Unmarried, White, Female, United-States, <=50K
61, Self-emp-not-inc, HS-grad,9, Widowed, Prof-specialty, Unmarried, White, Female, United-States, <=50K
43, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female, United-States, <=50K
50, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, <=50K
62, Private, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female, United-States, <=50K
23, Private, HS-grad,9, Never-married, Protective-serv, Own-child, Black, Male, United-States, <=50K
42, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
69, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
64, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
39, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
70, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
62, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
64, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
65, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
29, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States, <=50K
66, Private, HS-grad,9, Widowed, Craft-repair, Not-in-family, White, Male, United-States, <=50K
26, Local-gov, HS-grad,9, Never-married, Other-service, Other-relative, White, Male, United-States, <=50K
19, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
19, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
22, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
19, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
31, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
21, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
25, Local-gov, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male, United-States, <=50K
36, Private, HS-grad,9, Separated, Sales, Unmarried, Black, Female, United-States, <=50K
61, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black, Female, United-States, <=50K
65, Private, HS-grad,9, Widowed, Other-service, Unmarried, White, Female, United-States, <=50K
71, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States, <=50K
76, Private, HS-grad,9, Widowed, Other-service, Not-in-family, White, Male, United-States, <=50K
74, Federal-gov, HS-grad,9, Widowed, Other-service, Not-in-family, White, Male, United-States, <=50K
46, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
18, Private, HS-grad,9, Never-married, Sales, Own-child, Black, Female, United-States, <=50K
36, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
62, Local-gov, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female, United-States, <=50K
59, Private, HS-grad,9, Widowed, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
66, Private, HS-grad,9, Widowed, Tech-support, Not-in-family, White, Female, United-States, <=50K
29, Private, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female, United-States, <=50K
31, Private, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female, United-States, <=50K
31, Private, HS-grad,9, Never-married, Other-service, Unmarried, Black, Male, United-States, <=50K
64, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
56, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
65, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
39, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
31, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
82, Private, HS-grad,9, Widowed, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
33, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Other, Female, United-States, <=50K
22, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
21, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
45, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female, United-States, <=50K
59, Local-gov, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female, United-States, <=50K
18, Private, HS-grad,9, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female, United-States, <=50K
18, Private, HS-grad,9, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female, United-States, <=50K
36, Private, HS-grad,9, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female, United-States, <=50K
63, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Female, United-States, <=50K
37, Private, HS-grad,9, Divorced, Other-service, Not-in-family, Black, Female, United-States, <=50K
48, Private, HS-grad,9, Divorced, Other-service, Not-in-family, Black, Female, United-States, <=50K
69, Local-gov, HS-grad,9, Widowed, Adm-clerical, Not-in-family, Black, Female, United-States, <=50K
54, Private, HS-grad,9, Married-civ-spouse, Priv-house-serv, Other-relative, Black, Female, United-States, <=50K
61, Federal-gov, HS-grad,9, Divorced, Adm-clerical, Own-child, Black, Female, United-States, <=50K
20, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Female, United-States, <=50K
39, Self-emp-not-inc, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Female, United-States, <=50K
19, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, Female, United-States, <=50K
31, Private, HS-grad,9, Never-married, Other-service, Own-child, Black, Female, United-States, <=50K
24, Private, HS-grad,9, Never-married, Sales, Own-child, Black, Female, United-States, <=50K
20, Private, HS-grad,9, Never-married, Sales, Own-child, Black, Female, United-States, <=50K
20, Private, HS-grad,9, Never-married, Sales, Own-child, Black, Female, United-States, <=50K
58, Private, HS-grad,9, Divorced, Other-service, Unmarried, Black, Female, United-States, <=50K
28, Private, HS-grad,9, Divorced, Transport-moving, Unmarried, Black, Female, United-States, <=50K
35, Private, HS-grad,9, Married-spouse-absent, Other-service, Unmarried, Black, Female, United-States, <=50K
24, State-gov, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female, United-States, <=50K
19, Private, HS-grad,9, Never-married, Sales, Unmarried, Black, Female, United-States, <=50K
54, Private, HS-grad,9, Separated, Other-service, Unmarried, Black, Female, United-States, <=50K
41, Private, HS-grad,9, Separated, Other-service, Unmarried, Black, Female, United-States, <=50K
34, Private, HS-grad,9, Separated, Sales, Unmarried, Black, Female, United-States, <=50K
53, Private, HS-grad,9, Widowed, Other-service, Unmarried, Black, Female, United-States, <=50K
52, Local-gov, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black, Female, United-States, <=50K
67, Private, HS-grad,9, Married-civ-spouse, Priv-house-serv, Wife, Black, Female, United-States, <=50K
75, Local-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
73, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
38, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
49, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
53, Private, HS-grad,9, Divorced, Priv-house-serv, Not-in-family, White, Female, United-States, <=50K
67, Self-emp-not-inc, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
65, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Female, United-States, <=50K
67, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Female, United-States, <=50K
19, State-gov, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
20, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
18, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
45, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
39, Private, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
63, Private, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Female, United-States, <=50K
65, Private, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
81, Self-emp-not-inc, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
49, Federal-gov, HS-grad,9, Widowed, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
67, Self-emp-not-inc, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female, United-States, <=50K
52, Private, HS-grad,9, Separated, Other-service, Other-relative, White, Female, United-States, <=50K
48, Private, HS-grad,9, Divorced, Sales, Own-child, White, Female, United-States, <=50K
30, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Own-child, White, Female, United-States, <=50K
19, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
19, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
22, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
20, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
18, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
18, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
18, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
18, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Female, United-States, <=50K
22, Private, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Female, United-States, <=50K
20, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
19, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
19, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
18, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
18, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
18, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
18, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
21, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
20, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
19, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
22, Private, HS-grad,9, Never-married, Prof-specialty, Own-child, White, Female, United-States, <=50K
19, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female, United-States, <=50K
20, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female, United-States, <=50K
18, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female, United-States, <=50K
18, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female, United-States, <=50K
17, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female, United-States, <=50K
18, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female, United-States, <=50K
33, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female, United-States, <=50K
17, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female, United-States, <=50K
19, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female, United-States, <=50K
38, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
30, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
47, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
30, Private, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female, United-States, <=50K
34, Private, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female, United-States, <=50K
